id,authors_t,basionym_s_lower,basionym_author_s_lower,lookup_basionym_id,bibliographic_reference_s_lower,bibliographic_type_info_s_lower,reference_collation_s_lower,collection_date_as_text_s_lower,collection_day_1_s_lower,collection_day_2_s_lower,collection_month_1_s_lower,collection_month_2_s_lower,collection_number_s_lower,collection_year_1_s_lower,collection_year_2_s_lower,collector_team_as_text_t,lookup_conserved_against_id,lookup_correction_of_id,date_created_date,date_last_modified_date,distribution_s_lower,east_or_west_s_lower,family_s_lower,taxon_scientific_name_s_lower,taxon_sci_name_suggestion,genus_s_lower,geographic_unit_as_text_s_lower,hybrid_b,hybrid_genus_b,lookup_hybrid_parent_id,hybrid_parents_s_lower,infra_family_s_lower,infra_genus_s_lower,infraspecies_s_lower,lookup_isonym_of_id,lookup_later_homonym_of_id,latitude_degrees_s_lower,latitude_minutes_s_lower,latitude_seconds_s_lower,locality_s_lower,longitude_degrees_s_lower,longitude_minutes_s_lower,longitude_seconds_s_lower,name_status_s_lower,name_status_bot_code_type_s_lower,name_status_editor_type_s_lower,nomenclatural_synonym_s_lower,lookup_nomenclatural_synonym_id,north_or_south_s_lower,original_basionym_s_lower,original_basionym_author_team_s_lower,original_hybrid_parentage_s_lower,original_remarks_s_lower,original_replaced_synonym_s_lower,original_taxon_distribution_s_lower,lookup_orthographic_variant_of_id,other_links_s_lower,lookup_parent_id,publication_s_lower,lookup_publication_id,publication_year_i,publication_year_full_s_lower,publication_year_note_s_lower,publishing_author_s_lower,rank_s_alphanum,reference_t,reference_remarks_s_lower,remarks_s_lower,lookup_replaced_synonym_id,lookup_same_citation_as_id,score_s_lower,species_s_lower,species_author_s_lower,lookup_superfluous_name_of_id,suppressed_b,top_copy_b,lookup_type_id,type_locations_s_lower,type_name_s_lower,type_remarks_s_lower,type_chosen_by_s_lower,type_note_s_lower,detail_author_team_ids,detail_species_author_team_ids,page_as_text_s_lower,citation_type_s_lower,lookup_validation_of_id,version_s_lower,powo_b,sortable,family_taxon_name_sortable,rhakhis_wfo,rhakhis_skip,rhakhis_rank,rhakhis_status,rhakhis_parent,rhakhis_accepted,rhakhis_basionym,pub,url,label
urn:lsid:ipni.org:names:77369626-1,D.Heese,,,,,,"n.s., 1: 218",,,,,,,,,,,,22/09/2025 14:59,22/09/2025 14:59,,,Fabaceae,Phaseolus melaleucus,Phaseolus melaleucus,Phaseolus,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325972-2,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten,urn:lsid:ipni.org:publications:8712-2,1853,1853,,D.Heese,spec.,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 1: 218. 1853 ",,,,,8,melaleucus,,,f,t,,,,,,,D.Heese@20092809-1@1@aut,,,tax. nov.,,1.1,f,phaseolus~melaleucus,fabaceaephaseolus~melaleucus~,wfo-1000084902,,species,,,,,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 1: 218 (1853)",https://www.ipni.org/77369626-1,IPNI Record: 77369626-1
urn:lsid:ipni.org:names:77369627-1,D.Heese,,,,,,"n.s., 1: 218",,,,,,,,,,,,22/09/2025 15:13,22/09/2025 15:13,,,Fabaceae,Phaseolus ceratonioides,Phaseolus ceratonioides,Phaseolus,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325972-2,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten,urn:lsid:ipni.org:publications:8712-2,1853,1853,,D.Heese,spec.,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 1: 218. 1853 ",,,,,8,ceratonioides,,,f,t,,,,,,,D.Heese@20092809-1@1@aut,,,tax. nov.,,1.1,f,phaseolus~ceratonioides,fabaceaephaseolus~ceratonioides~,wfo-1000084903,,species,,,,,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 1: 218 (1853)",https://www.ipni.org/77369627-1,IPNI Record: 77369627-1
urn:lsid:ipni.org:names:77369628-1,D.Heese,,,,,,"n.s., 1: 219",,,,,,,,,,,,22/09/2025 15:16,22/09/2025 15:16,,,Fabaceae,Phaseolus philadelphicus,Phaseolus philadelphicus,Phaseolus,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325972-2,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten,urn:lsid:ipni.org:publications:8712-2,1853,1853,,D.Heese,spec.,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 1: 219. 1853 ",,orth. var. of Phaseolus philadelphus C.Krüger?,,,8,philadelphicus,,,f,t,,,,,,,D.Heese@20092809-1@1@aut,,,tax. nov.,,1.1,f,phaseolus~philadelphicus,fabaceaephaseolus~philadelphicus~,wfo-1000084904,,species,,,,,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 1: 219 (1853)",https://www.ipni.org/77369628-1,IPNI Record: 77369628-1
urn:lsid:ipni.org:names:77369629-1,D.Heese,,,,,,"n.s., 1: 219",,,,,,,,,,,,22/09/2025 15:17,22/09/2025 15:17,,,Fabaceae,Phaseolus nigricans,Phaseolus nigricans,Phaseolus,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325972-2,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten,urn:lsid:ipni.org:publications:8712-2,1853,1853,,D.Heese,spec.,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 1: 219. 1853 ",,,,,8,nigricans,,,f,t,,,,,,,D.Heese@20092809-1@1@aut,,,tax. nov.,,1.1,f,phaseolus~nigricans,fabaceaephaseolus~nigricans~,wfo-1000085094,,species,,,,,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 1: 219 (1853)",https://www.ipni.org/77369629-1,IPNI Record: 77369629-1
urn:lsid:ipni.org:names:77369630-1,D.Heese,,,,,,"n.s., 1: 219",,,,,,,,,,,,22/09/2025 15:18,22/09/2025 15:18,,,Fabaceae,Phaseolus saponaria,Phaseolus saponaria,Phaseolus,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325972-2,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten,urn:lsid:ipni.org:publications:8712-2,1853,1853,,D.Heese,spec.,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 1: 219. 1853 ",,,,,8,saponaria,,,f,t,,,,,,,D.Heese@20092809-1@1@aut,,,tax. nov.,,1.1,f,phaseolus~saponaria,fabaceaephaseolus~saponaria~,wfo-1000084905,,species,,,,,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 1: 219 (1853)",https://www.ipni.org/77369630-1,IPNI Record: 77369630-1
urn:lsid:ipni.org:names:77369631-1,D.Heese,,,,,,"n.s., 1: 219",,,,,,,,,,,,22/09/2025 15:19,22/09/2025 15:19,,,Fabaceae,Phaseolus capensis,Phaseolus capensis,Phaseolus,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325972-2,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten,urn:lsid:ipni.org:publications:8712-2,1853,1853,,D.Heese,spec.,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 1: 219. 1853 ",,,,,8,capensis,,,f,t,,,,,,,D.Heese@20092809-1@1@aut,,,tax. nov.,,1.1,f,phaseolus~capensis,fabaceaephaseolus~capensis~,wfo-1000085095,,species,,,,,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 1: 219 (1853)",https://www.ipni.org/77369631-1,IPNI Record: 77369631-1
urn:lsid:ipni.org:names:77369632-1,K.Koch,,,,,,"n.s., 1: 229",,,,,,,,,,,,22/09/2025 15:21,22/09/2025 15:21,,,Rosaceae,Crataegus hypolasia,Crataegus hypolasia,Crataegus,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60436254-2,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten,urn:lsid:ipni.org:publications:8712-2,1853,1853,,K.Koch,spec.,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 1: 229. 1853 ",,,,,8,hypolasia,,,f,t,,,,,,,K.Koch@4899-1@1@aut,,,tax. nov.,,1.1,f,crataegus~hypolasia,rosaceaecrataegus~hypolasia~,wfo-1000085129,,species,,,,,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 1: 229 (1853)",https://www.ipni.org/77369632-1,IPNI Record: 77369632-1
urn:lsid:ipni.org:names:77369633-1,E.Bouché,,,,,,"n.s., 2: 19",,,,,,,,,,,,22/09/2025 15:40,22/09/2025 15:40,,,Convolvulaceae,Ipomoea ferrandiana,Ipomoea ferrandiana,Ipomoea,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325789-2,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten,urn:lsid:ipni.org:publications:8712-2,1854,1854,,E.Bouché,spec.,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 2: 19. 1854 ",,,,,8,ferrandiana,,,f,t,,,,,,,E.Bouché@20092810-1@1@aut,,,tax. nov.,,1.1,f,ipomoea~ferrandiana,convolvulaceaeipomoea~ferrandiana~,wfo-1000084906,,species,,,,,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 2: 19 (1854)",https://www.ipni.org/77369633-1,IPNI Record: 77369633-1
urn:lsid:ipni.org:names:77369634-1,E.Bouché,,,,,,"n.s., 2: 19",,,,,,,,,,,,22/09/2025 15:42,22/09/2025 15:42,,,Tropaeolaceae,Tropaeolum scheuerianum,Tropaeolum scheuerianum,Tropaeolum,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30002592-2,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten,urn:lsid:ipni.org:publications:8712-2,1854,1854,,E.Bouché,spec.,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 2: 19. 1854 ",,,,,8,scheuerianum,,,f,t,,,,,,,E.Bouché@20092810-1@1@aut,,,tax. nov.,,1.1,f,tropaeolum~scheuerianum,tropaeolaceaetropaeolum~scheuerianum~,wfo-1000085096,,species,,,,,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 2: 19 (1854)",https://www.ipni.org/77369634-1,IPNI Record: 77369634-1
urn:lsid:ipni.org:names:77369635-1,E.Bouché,,,,,,"n.s., 2: 19",,,,,,,,,,,,22/09/2025 15:44,22/09/2025 15:44,,,Solanaceae,Salpiglossis variabilis,Salpiglossis variabilis,Salpiglossis,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38525-1,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten,urn:lsid:ipni.org:publications:8712-2,1854,1854,,E.Bouché,spec.,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 2: 19. 1854 ",,,,,8,variabilis,,,f,t,,,,,,,E.Bouché@20092810-1@1@aut,,,tax. nov.,,1.1,f,salpiglossis~variabilis,solanaceaesalpiglossis~variabilis~,wfo-1000085097,,species,,,,,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 2: 19 (1854)",https://www.ipni.org/77369635-1,IPNI Record: 77369635-1
urn:lsid:ipni.org:names:77369636-1,Kotschy ex K.Koch,,,,,,"n.s., 2: 161",,,,,,,,,,,,22/09/2025 16:00,22/09/2025 17:00,,,Tropaeolaceae,Tropaeolum × zipseri,Tropaeolum × zipseri,Tropaeolum,,t,f,"77369637-1,377388-1",(Tropaeolum majus L. var. coccineum Alef. × Tropaeolum moritzianum Klotzsch),,,,,,,,,,,,,"Name incorrect at this rank as one parent is a var., see Art. H.5.2 ICN (2025).",,,,,,,,,,,,,,30002592-2,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten,urn:lsid:ipni.org:publications:8712-2,1854,1854,,Kotschy ex K.Koch,spec.,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 2: 161. 1854 ",,Etymology: For Pastor Zipser.,,,9,zipseri,,,f,t,,,,,,,K.Koch@4899-1@2@autEx$Kotschy@4989-1@1@aut,,,tax. nov.,,1.3,f,tropaeolum~zipseri,tropaeolaceaetropaeolum~zipseri~,wfo-1000084912,,species,,,,,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 2: 161 (1854)",https://www.ipni.org/77369636-1,IPNI Record: 77369636-1
urn:lsid:ipni.org:names:77369637-1,Alef.,,,,,,105,,,,,,,,,,,,22/09/2025 16:10,22/09/2025 16:10,,,Tropaeolaceae,Tropaeolum majus var. coccineum,Tropaeolum majus var. coccineum,Tropaeolum,,f,f,,,,,coccineum,,,,,,,,,,,,,,,,,,,,,,,,310974-2,Landw. Fl.,urn:lsid:ipni.org:publications:1134-2,1866,1866,,Alef.,var.,Landw. Fl. 105. 1866 ,,,,,8,majus,L.,,f,t,,,,,,,Alef.@129-1@1@aut,L.@12653-1@1@aut,,tax. nov.,,1.1,f,tropaeolum~majuscoccineum,tropaeolaceaetropaeolum~majuscoccineum,wfo-1200063571,,variety,,,,,Landw. Fl. 105 (1866),https://www.ipni.org/77369637-1,IPNI Record: 77369637-1
urn:lsid:ipni.org:names:77369638-1,Moschk. & Siegling ex K.Koch,,,,,,"n.s., 2: 162",,,,,,,,,,,,22/09/2025 16:23,22/09/2025 17:01,,,Tropaeolaceae,Tropaeolum × kotschyanum,Tropaeolum × kotschyanum,Tropaeolum,,t,f,"310697-2,377379-1",(Tropaeolum hookerianum Barnéoud × Tropaeolum lobbianum Hort.Veitch ex Hook.),,,,,,,,,,,,,,,,,,,,,,,,,,,30002592-2,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten,urn:lsid:ipni.org:publications:8712-2,1854,1854,,Moschk. & Siegling ex K.Koch,spec.,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 2: 162. 1854 ",,Note: parent as 'Tr. Hockeanum' = 'hookerianum'?,,,8,kotschyanum,,,f,t,,,,,,,K.Koch@4899-1@3@autEx$Siegling@20092811-1@2@aut$Moschk.@20092812-1@1@aut,,,tax. nov.,,1.3,f,tropaeolum~kotschyanum,tropaeolaceaetropaeolum~kotschyanum~,wfo-1000084913,,species,,,,,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 2: 162 (1854)",https://www.ipni.org/77369638-1,IPNI Record: 77369638-1
urn:lsid:ipni.org:names:77369639-1,Fintelm. ex K.Koch,,,,,,"n.s., 2: 164",,,,,,,,,,,,22/09/2025 16:33,22/09/2025 17:00,,,Tropaeolaceae,Tropaeolum × schultzei,Tropaeolum × schultzei,Tropaeolum,,t,f,"77369637-1,377379-1",(Tropaeolum majus L. var. coccineum Alef. × Tropaeolum lobbianum Hort.Veitch ex Hook.),,,,,,,,,,,,,,,,,,,,,,,,,,,30002592-2,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten,urn:lsid:ipni.org:publications:8712-2,1854,1854,,Fintelm. ex K.Koch,spec.,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 2: 164. 1854 ",,,,,8,schultzei,,,f,t,,,,,,,Fintelm.@2739-1@1@aut$K.Koch@4899-1@2@autEx,,,tax. nov.,,1.2,f,tropaeolum~schultzei,tropaeolaceaetropaeolum~schultzei~,wfo-1000084911,,species,,,,,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 2: 164 (1854)",https://www.ipni.org/77369639-1,IPNI Record: 77369639-1
urn:lsid:ipni.org:names:77369640-1,Göpp.,,,,,,"n.s., 2: 202",,,,,,,,,,,,22/09/2025 16:37,22/09/2025 16:37,,,Agavaceae,Cordyline betschleriana,Cordyline betschleriana,Cordyline,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24159-1,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten,urn:lsid:ipni.org:publications:8712-2,1854,1854,,Göpp.,spec.,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 2: 202. 1854 ",,,,,8,betschleriana,,,f,t,,,,,,,Göpp.@3224-1@1@aut,,,tax. nov.,,1.1,f,cordyline~betschleriana,agavaceaecordyline~betschleriana~,wfo-1000085130,,species,,,,,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 2: 202 (1854)",https://www.ipni.org/77369640-1,IPNI Record: 77369640-1
urn:lsid:ipni.org:names:77369641-1,(Willd.) Göpp.,Melanthiaceae Aletris arborea Willd.,(Willd.),429521-1,,,"n.s., 2: 203",,,,,,,,,,,,22/09/2025 16:41,22/09/2025 16:41,,,Agavaceae,Cordyline arborea,Cordyline arborea,Cordyline,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24159-1,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten,urn:lsid:ipni.org:publications:8712-2,1854,1854,,Göpp.,spec.,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 2: 203. 1854 ",,,,,11,arborea,,,f,t,,,,,,,Göpp.@3224-1@1@aut$Willd.@11692-1@2@bas,,,comb. nov.,,1.1,f,cordyline~arborea,agavaceaecordyline~arborea~,wfo-1000085131,,species,,,,,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 2: 203 (1854)",https://www.ipni.org/77369641-1,IPNI Record: 77369641-1
urn:lsid:ipni.org:names:77369642-1,E.Bouché,,,,,,"n.s., 2: 238",,,,,,,,,,,,22/09/2025 16:45,22/09/2025 16:45,,,Fabaceae,Phaseolus nankinensis,Phaseolus nankinensis,Phaseolus,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325972-2,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten,urn:lsid:ipni.org:publications:8712-2,1854,1854,,E.Bouché,spec.,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 2: 238. 1854 ",,,,,8,nankinensis,,,f,t,,,,,,,E.Bouché@20092810-1@1@aut,,,tax. nov.,,1.1,f,phaseolus~nankinensis,fabaceaephaseolus~nankinensis~,wfo-1000084907,,species,,,,,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 2: 238 (1854)",https://www.ipni.org/77369642-1,IPNI Record: 77369642-1
urn:lsid:ipni.org:names:77369643-1,E.Bouché,,,,,,"n.s., 2: 256",,,,,,,,,,,,22/09/2025 16:48,22/09/2025 16:48,,,Fabaceae,Phaseolus niger,Phaseolus niger,Phaseolus,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325972-2,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten,urn:lsid:ipni.org:publications:8712-2,1854,1854,,E.Bouché,spec.,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 2: 256. 1854 ",,,,,8,niger,,,f,t,,,,,,,E.Bouché@20092810-1@1@aut,,,tax. nov.,,1.1,f,phaseolus~niger,fabaceaephaseolus~niger~,wfo-1000084908,,species,,,,,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 2: 256 (1854)",https://www.ipni.org/77369643-1,IPNI Record: 77369643-1
urn:lsid:ipni.org:names:77369644-1,Govaerts,,,,,,1: 445,,,,,,,,,,,,22/09/2025 16:52,22/09/2025 16:52,,,Rhamnaceae,Rhamnus darii,Rhamnus darii,Rhamnus,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30006159-2,Fl. Kashmir Himalaya Sind Valley,urn:lsid:ipni.org:publications:20060519-1,2025,2025 [01 Aug 2025],[01 Aug 2025],Govaerts,spec.,Fl. Kashmir Himalaya Sind Valley 1: 445. 2025 [01 Aug 2025] ,,[english] Etymology: 'the specific epithet is named to honour Prof. G.H.Dar for his continued efforts in increasing our knowledge of the Himalayan plants.',718582-1,,9,darii,,,f,t,,,,,,,Govaerts@36710-1@1@aut,,,nom. nov.,,1.1,f,rhamnus~darii,rhamnaceaerhamnus~darii~,wfo-1000084909,,species,,,,,Fl. Kashmir Himalaya Sind Valley 1: 445 (2025),https://www.ipni.org/77369644-1,IPNI Record: 77369644-1
urn:lsid:ipni.org:names:77369645-1,(Guss.) K.Koch ex Pasewaldt,Leguminosae Cytisus aeolicus Guss.,(Guss.),1011170-1,,,"n.s., 3: 87",,,,,,,,,,,,22/09/2025 16:59,22/09/2025 16:59,,,Leguminosae,Laburnum aeolicum,Laburnum aeolicum,Laburnum,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22728-1,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten,urn:lsid:ipni.org:publications:8712-2,1855,1855,,K.Koch ex Pasewaldt,spec.,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 3: 87. 1855 , as 'aeolicus'",", as 'aeolicus'",,,,11,aeolicum,,,f,t,,,,,,,Guss.@3492-1@3@bas$K.Koch@4899-1@1@aut$Pasewaldt@20092813-1@2@autEx,,,comb. nov.,,1.1,f,laburnum~aeolicum,leguminosaelaburnum~aeolicum~,wfo-1000084910,,species,,,,,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 3: 87 (1855)",https://www.ipni.org/77369645-1,IPNI Record: 77369645-1
urn:lsid:ipni.org:names:77369646-1,hort. ex anon.,,,,,,"n.s., 2: 173",,,,,,,,,,,,22/09/2025 17:09,23/09/2025 10:37,,,Orchidaceae,Aerides larpentae,Aerides larpentae,Aerides,,f,f,,,,,,,,,,,,,,,nom. superfl.,,,,,,,,,,,,,,30055830-2,Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten,urn:lsid:ipni.org:publications:8712-2,1854,1854,,hort. ex anon.,spec.,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 2: 173. 1854 ",,1856?,615316-1,,8,larpentae,,,f,t,,,,,,,anon.@0-0@2@autEx$hort.@35691-1@1@aut,,,nom. nov.,,1.2,f,aerides~larpentae,orchidaceaeaerides~larpentae~,wfo-1000085103,,species,,,,,"Verh. Vereins Beford. Gartenbaues Konigl. Preuss. Staaten n.s., 2: 173 (1854)",https://www.ipni.org/77369646-1,IPNI Record: 77369646-1
urn:lsid:ipni.org:names:77369647-1,Roth,,,,Taxon 70(2): 33. 2021 doi:10.1002/tax.12449,,1: 80,s.d.,,,,,s.n.,,,W. Roxburgh,,,22/09/2025 17:51,22/09/2025 20:14,"India (Indian Subcontinent, Asia-Tropical)",,Oleaceae,Jasminum montanum,Jasminum montanum,Jasminum,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328128-2,"Syst. Veg., ed. 15[bis].",urn:lsid:ipni.org:publications:14665-2,1817,1817 [Jan-Jun 1817],[Jan-Jun 1817],Roth,spec.,"Syst. Veg., ed. 15[bis]. 1: 80. 1817 [Jan-Jun 1817] ",,The publishing authors Roemer & Schultes ascribed the species name and the description to Roth,,,11,montanum,,,f,t,,neotype BM [BM000997666!],,"Protologue: 'H.  in India orientali, D. Benj. Heyne [s.n.; s.d.]' (missing; vide I.M. Turner, l.c.)",I.M.Turner,,Roth@8637-1@1@aut,,,tax. nov.,,1.2,f,jasminum~montanum,oleaceaejasminum~montanum~,wfo-0000813439,,species,,,,,"Syst. Veg., ed. 15[bis]. 1: 80 (1817)",https://www.ipni.org/77369647-1,IPNI Record: 77369647-1
urn:lsid:ipni.org:names:77369648-1,Roth,,,,,,1: 81,,,,,,,,,,,,22/09/2025 18:09,22/09/2025 18:13,"India (Indian Subcontinent, Asia-Tropical)",,Oleaceae,Jasminum multiflorum,Jasminum multiflorum,Jasminum,,f,f,,,,,,,,,,,"'H. in India orientali, D. Benj, Heyne [s.n.; s.d.]'",,,,nom. illeg. later homonym    non Jasminum multiflorum (Burm.f.) Andrews (1807),,nom. illeg.,,,,,,,,,,,,328128-2,"Syst. Veg., ed. 15[bis].",urn:lsid:ipni.org:publications:14665-2,1817,1817 [Jan-Jun 1817],[Jan-Jun 1817],Roth,spec.,"Syst. Veg., ed. 15[bis]. 1: 81. 1817 [Jan-Jun 1817] ",,The publishing authors Roemer & Schultes ascribed the species name and the description to Roth,,,10,multiflorum,,,f,t,,,,,,,Roth@8637-1@1@aut,,,tax. nov.,,1.2,f,jasminum~multiflorum,oleaceaejasminum~multiflorum~,wfo-1000085099,,species,,,,,"Syst. Veg., ed. 15[bis]. 1: 81 (1817)",https://www.ipni.org/77369648-1,IPNI Record: 77369648-1
urn:lsid:ipni.org:names:77369649-1,Belo & Buril,,,,,,39-e20240075: 6,,2,,9,,13,2023,,E.Barbier &amp; D.Belo,,,22/09/2025 20:47,23/09/2025 13:20,"Mato Grosso do Sul (Brazil West-Central, Brazil, Southern America)",W,Convolvulaceae,Ipomoea cryptocarpa,Ipomoea cryptocarpa,Ipomoea,,f,f,,,,,,,,20,29,52,"Anastácio, entradada cidade, sentido Campo Grande - Anastácio",55,47,15,,,,,,S,,,,,,,,,325789-2,Acta Bot. Brasil.,urn:lsid:ipni.org:publications:1225-2,2025,2025 [22 Sep 2025],[22 Sep 2025],Belo & Buril,spec.,Acta Bot. Brasil. 39-e20240075: 6. 2025 [22 Sep 2025] [epublished],[epublished],"doi:10.1590/1677-941X-ABB-2024-0075 [english] Etymology: 'The specific epithet is derived from the Greek crypto-, covered, hidden, and -carpos, fruit; referring to the fruit being hidden by the sepals until maturity'.",,,11,cryptocarpa,,,f,t,,holotype PEUFR;isotype CGMS,,,,,Belo@20070189-1@1@aut$Buril@20012620-2@2@aut,,,tax. nov.,,1.4,f,ipomoea~cryptocarpa,convolvulaceaeipomoea~cryptocarpa~,wfo-1000084926,,species,,,,,Acta Bot. Brasil. 39-e20240075: 6 (2025),https://www.ipni.org/77369649-1,IPNI Record: 77369649-1
urn:lsid:ipni.org:names:77369650-1,Nyár.,,,,,,3(1): 32,,,,,,,,,,,,22/09/2025 21:05,29/09/2025 11:15,,,Leguminosae,Anthyllis polyphylla f. ramosa,Anthyllis polyphylla f. ramosa,Anthyllis,,f,f,,,,,ramosa,,,,,,,,,,,,,,,,,,,,,,,,77369606-1,"Bul. Şti. Acad. Republ. Populare Romîne, Sect. Şti. Biol. Agron. Geol. Geogr.",urn:lsid:ipni.org:publications:20060522-1,1951,1951,,Nyár.,f.,"Bul. Şti. Acad. Republ. Populare Romîne, Sect. Şti. Biol. Agron. Geol. Geogr. 3(1): 32. 1951 ; et nom. inval. in Koloslov. flórája 321 (1942), descr. Hung.","; et nom. inval. in Koloslov. flórája 321 (1942), descr. Hung.",,,,8,polyphylla,(DC.) G.Don,,f,t,,,,,,,Nyár.@7063-1@1@aut,DC.@0-0@2@bas$G.Don@0-0@1@aut,,tax. nov.,,1.4,f,anthyllis~polyphyllaramosa,leguminosaeanthyllis~polyphyllaramosa,wfo-1200114852,,form,,,,,"Bul. Şti. Acad. Republ. Populare Romîne, Sect. Şti. Biol. Agron. Geol. Geogr. 3(1): 32 (1951)",https://www.ipni.org/77369650-1,IPNI Record: 77369650-1
