id,authors_t,basionym_s_lower,basionym_author_s_lower,lookup_basionym_id,bibliographic_reference_s_lower,bibliographic_type_info_s_lower,reference_collation_s_lower,collection_date_as_text_s_lower,collection_day_1_s_lower,collection_day_2_s_lower,collection_month_1_s_lower,collection_month_2_s_lower,collection_number_s_lower,collection_year_1_s_lower,collection_year_2_s_lower,collector_team_as_text_t,lookup_conserved_against_id,lookup_correction_of_id,date_created_date,date_last_modified_date,distribution_s_lower,east_or_west_s_lower,family_s_lower,taxon_scientific_name_s_lower,taxon_sci_name_suggestion,genus_s_lower,geographic_unit_as_text_s_lower,hybrid_b,hybrid_genus_b,lookup_hybrid_parent_id,hybrid_parents_s_lower,infra_family_s_lower,infra_genus_s_lower,infraspecies_s_lower,lookup_isonym_of_id,lookup_later_homonym_of_id,latitude_degrees_s_lower,latitude_minutes_s_lower,latitude_seconds_s_lower,locality_s_lower,longitude_degrees_s_lower,longitude_minutes_s_lower,longitude_seconds_s_lower,name_status_s_lower,name_status_bot_code_type_s_lower,name_status_editor_type_s_lower,nomenclatural_synonym_s_lower,lookup_nomenclatural_synonym_id,north_or_south_s_lower,original_basionym_s_lower,original_basionym_author_team_s_lower,original_hybrid_parentage_s_lower,original_remarks_s_lower,original_replaced_synonym_s_lower,original_taxon_distribution_s_lower,lookup_orthographic_variant_of_id,other_links_s_lower,lookup_parent_id,publication_s_lower,lookup_publication_id,publication_year_i,publication_year_full_s_lower,publication_year_note_s_lower,publishing_author_s_lower,rank_s_alphanum,reference_t,reference_remarks_s_lower,remarks_s_lower,lookup_replaced_synonym_id,lookup_same_citation_as_id,score_s_lower,species_s_lower,species_author_s_lower,lookup_superfluous_name_of_id,suppressed_b,top_copy_b,lookup_type_id,type_locations_s_lower,type_name_s_lower,type_remarks_s_lower,type_chosen_by_s_lower,type_note_s_lower,detail_author_team_ids,detail_species_author_team_ids,page_as_text_s_lower,citation_type_s_lower,lookup_validation_of_id,version_s_lower,powo_b,sortable,family_taxon_name_sortable,rhakhis_pk,rhakhis_wfo,rhakhis_skip,rhakhis_rank,rhakhis_status,rhakhis_parent,rhakhis_accepted,rhakhis_basionym,New,IPNI_PUB,ipniurl,ipniLabel
urn:lsid:ipni.org:names:77366805-1,"Torke, L.K.Ruíz, Idarraga & Mansano",,,,,,77(3): 351,,24,,10,,491,1983,,J. Brand &amp; M. González,,,05/08/2025 09:54,18/11/2025 11:24,"Colombia (Western South America, Southern America)",W,Fabaceae,Swartzia neglecta,Swartzia neglecta,Swartzia,,f,f,,,,,,,,7,34,17,"Antioquia, Mun. Turbo, carretera Tapón del Darién, sector Río Leon-Lomas Aisladas, km 11, 20 m",76,43,23,,,,,,N,,,,,,,,,325973-2,Brittonia,urn:lsid:ipni.org:publications:561-2,2025,2025 [25 Jun 2025],[25 Jun 2025],"Torke, L.K.Ruíz, Idarraga & Mansano",spec.,Brittonia 77(3): 351. 2025 [25 Jun 2025] [epublished],[epublished],"doi:10.1007/s12228-025-09843-0 [english] Etymology: name, meaning 'neglected' or 'overlooked', alludes to the long time elapsed between the gathering of the first herbarium collection in 1857 and the formal description of the species.",,,11,neglecta,,,f,t,,holotype COL 285832; 286162;lectotype MO 3448935;isotype HUA 031779;isotype JAUM 008733,,,,,Idarraga@39482-1@3@aut$Torke@20001438-1@1@aut$Mansano@38651-1@4@aut$L.K.Ruíz@20015764-1@2@aut,,,tax. nov.,,1.2,f,swartzia~neglecta,fabaceaeswartzia~neglecta~,1555,wfo-1000083572,,species,,,,,Yes,Brittonia 77(3): 351 (2025),https://www.ipni.org/n/77366805-1,IPNI Record: 77366805-1
urn:lsid:ipni.org:names:77366808-1,J.L.Clark,,,,,,77(3): 365,,12,,5,,15312,2017,,"J.L.Clark, J.Yue &amp; C.Luu",,,05/08/2025 10:00,25/11/2025 10:39,"Ecuador (Western South America, Southern America)",W,Gesneriaceae,Anetanthus condorensis,Anetanthus condorensis,Anetanthus,,f,f,,,,,,,,4,16,11,"Zamora-Chinchipe, Nangaritza cantón, Zurmi parroquia, Cordillera del Cóndor, overlook of Río Nangaritza from large cliff, 882 m",78,39,11,,,,,,S,,,,,,,,,16895-1,Brittonia,urn:lsid:ipni.org:publications:561-2,2025,2025 [25 Jun 2025],[25 Jun 2025],J.L.Clark,spec.,Brittonia 77(3): 365. 2025 [25 Jun 2025] [epublished],[epublished],"doi:10.1007/s12228-025-09842-1 [english] Etymology: name refers to the type locality, the Cordillera del Cóndor, where this species is endemic.",,,11,condorensis,,,f,t,,holotype SEL;isotype CAS;isotype ECUAMZ;isotype F;isotype G;isotype MO;isotype MT;isotype NY;isotype US,,,,,J.L.Clark@39372-1@1@aut,,,tax. nov.,,1.3,f,anetanthus~condorensis,gesneriaceaeanetanthus~condorensis~,2047,wfo-1000083574,,species,,,,,Yes,Brittonia 77(3): 365 (2025),https://www.ipni.org/n/77366808-1,IPNI Record: 77366808-1
urn:lsid:ipni.org:names:77366809-1,J.L.Clark,,,,,,77(3): 367,,13,,5,,10751,2009,,J.L.Clark &amp; The University of Alabama in Ecuador Program Participants,,,05/08/2025 10:03,25/11/2025 10:44,"Ecuador (Western South America, Southern America)",W,Gesneriaceae,Anetanthus pendens,Anetanthus pendens,Anetanthus,,f,f,,,,,,,,4,14,54,"Zamora-Chinchipe, Nangaritza cantón, trail on opposite side of road from Cabañas Yankuam that ascends tepeui “Cima de la Reserva San Miguel de Las Orquideas,” property owned by the Associacion de Trabajadores Autonomos San Miguel de Las Orquideas, 800-1200 m",78,39,34,,,,,,S,,,,,,,,,16895-1,Brittonia,urn:lsid:ipni.org:publications:561-2,2025,2025 [25 Jun 2025],[25 Jun 2025],J.L.Clark,spec.,Brittonia 77(3): 367. 2025 [25 Jun 2025] [epublished],[epublished],"doi:10.1007/s12228-025-09842-1 [english] Etymology: refects the festooning pendent habit, which is highly unusual for Anetanthus or any lithophytic herb in the Gesneriaceae.",,,11,pendens,,,f,t,,holotype SEL;isotype CAS;isotype ECUAMZ;isotype F;isotype G;isotype MO;isotype MT;isotype NY;isotype US,,,,,J.L.Clark@39372-1@1@aut,,,tax. nov.,,1.3,f,anetanthus~pendens,gesneriaceaeanetanthus~pendens~,2048,wfo-1000083575,,species,,,,,Yes,Brittonia 77(3): 367 (2025),https://www.ipni.org/n/77366809-1,IPNI Record: 77366809-1
urn:lsid:ipni.org:names:77366811-1,J.L.Clark,,,,,,77(3): 370,,5,,6,,10003,2007,,J.L.Clark &amp; Gesneriad Research Expedition 2007 Participants,,,05/08/2025 10:07,27/11/2025 14:52,"Ecuador (Western South America, Southern America)",W,Gesneriaceae,Anetanthus zamorensis,Anetanthus zamorensis,Anetanthus,,f,f,,,,,,,,3,59,20,"Zamora-Chinchipe, Zamora cantón, road ZamoraLoja, Parque Nacional Podocarpus, Centro de Educacion Ambiental 'Arcoiris', primary trail to Río San Francisco, 2050-2200 m",79,5,4,,,,,,S,,,,,,,,,16895-1,Brittonia,urn:lsid:ipni.org:publications:561-2,2025,2025 [25 Jun 2025],[25 Jun 2025],J.L.Clark,spec.,Brittonia 77(3): 370. 2025 [25 Jun 2025] [epublished],[epublished],"doi:10.1007/s12228-025-09842-1 [english] Etymology: name reflects the southern province of Ecuador, where this species is endemic.",,,11,zamorensis,,,f,t,,holotype SEL 061439;isotype AAU;isotype CAS;isotype COL;isotype E;isotype F;isotype K;isotype G;isotype MO;isotype NY;isotype QCNE;isotype US,,,,,J.L.Clark@39372-1@1@aut,,,tax. nov.,,1.4,f,anetanthus~zamorensis,gesneriaceaeanetanthus~zamorensis~,2247,wfo-1000083577,,species,,,,,Yes,Brittonia 77(3): 370 (2025),https://www.ipni.org/n/77366811-1,IPNI Record: 77366811-1
urn:lsid:ipni.org:names:77366812-1,Jara & H.Caro,,,,,,77(3): 359,,22,,7,,198,2022,,H. Caro &amp; S. Arango,,,05/08/2025 10:13,18/11/2025 11:32,"Colombia (Western South America, Southern America)",W,Begoniaceae,Begonia tesselata,Begonia tesselata,Begonia,,f,f,,,,,,,,6,43,58,"Santander, Málaga, vereda Pescaderito, 3029 m",72,45,22,,,,,,N,,,,,,,,,327437-2,Brittonia,urn:lsid:ipni.org:publications:561-2,2025,2025 [25 Jun 2025],[25 Jun 2025],Jara & H.Caro,spec.,Brittonia 77(3): 359. 2025 [25 Jun 2025] [epublished],[epublished],"doi:10.1007/s12228-025-09841-2 [english] Etymology: name alludes to the tessellated appearance of the androecium, created by the closely packed anthers.",,,11,tesselata,,,f,t,,holotype COL 636116;isotype MO,,,,,H.Caro@20077168-1@2@aut$Jara@20014709-1@1@aut,,,tax. nov.,,1.2,f,begonia~tesselata,begoniaceaebegonia~tesselata~,1556,wfo-1000083578,,species,,,,,Yes,Brittonia 77(3): 359 (2025),https://www.ipni.org/n/77366812-1,IPNI Record: 77366812-1
urn:lsid:ipni.org:names:77366815-1,G.L.Nesom,,,,,,2025-26: 4,,17,,8,,5911,2018,,R.L. Johnson,,,05/08/2025 11:02,18/11/2025 15:21,"Utah (Southwestern U.S.A., Northern America);Nevada (Southwestern U.S.A., Northern America);",W,Asteraceae,Pyrrocoma stellaris,Pyrrocoma stellaris,Pyrrocoma,,f,f,,,,,,,,40,57,12,"Utah, Tooele Co.: Great Salt Lake Desert, ca 15 air mi N of Wendover, E side of Pilot Range, Halls Meadow, 4265 ft",114,,51,,,,,,N,,,,,,,,,30000321-2,Phytoneuron,urn:lsid:ipni.org:publications:20011729-1,2025,2025 [2 Jun 2025],[2 Jun 2025],G.L.Nesom,spec.,Phytoneuron 2025-26: 4. [2 Jun 2025] [epublished],[epublished],[english] Etymology: name alludes to the sky of stars over this species.,,,11,stellaris,,,f,t,,holotype BRY,,,,,G.L.Nesom@13601-1@1@aut,,,tax. nov.,,1.2,f,pyrrocoma~stellaris,asteraceaepyrrocoma~stellaris~,1583,wfo-1000083581,,species,,,,,Yes,Phytoneuron 2025-26: 4 (2025),https://www.ipni.org/n/77366815-1,IPNI Record: 77366815-1
urn:lsid:ipni.org:names:77366863-1,"Gonz.-Toral, Sanna, Nava, Fern.Prieto & Cires",,,,,,714(1): 33,,,,,,,,,,,,06/08/2025 11:20,18/11/2025 17:32,,,Apiaceae,Silphiodaucus daucoides,Silphiodaucus daucoides,Silphiodaucus,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77158621-1,Phytotaxa,urn:lsid:ipni.org:publications:20011462-1,2025,2025 [6 Aug 2025],[6 Aug 2025],"Gonz.-Toral, Sanna, Nava, Fern.Prieto & Cires",spec.,Phytotaxa 714(1): 33. 2025 [6 Aug 2025] [epublished],[epublished],doi:10.11646/phytotaxa.714.1.1 Cited replaced synonym Laserpitium daucoides Dufour ex DC. is a nom. inval.,77175240-1,,9,daucoides,,,f,t,,,,,,,Cires@20021428-1@5@aut$Fern.Prieto@18741-1@4@aut$Nava@23946-1@3@aut$Sanna@20029325-1@2@aut$Gonz.-Toral@20073883-1@1@aut,,,nom. nov.,,1.2,f,silphiodaucus~daucoides,apiaceaesilphiodaucus~daucoides~,1638,wfo-1000083600,,species,,,,,Yes,Phytotaxa 714(1): 33 (2025),https://www.ipni.org/n/77366863-1,IPNI Record: 77366863-1
urn:lsid:ipni.org:names:77369682-1,"Subh.Bhattach., Sameer Patil & Sushil K.Singh",,,,,,718(4): 298,,,,,,,,,,,,24/09/2025 01:09,01/11/2025 23:42,,,Leguminosae,Caragana sericophylla,Caragana sericophylla,Caragana,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21935-1,Phytotaxa,urn:lsid:ipni.org:publications:20011462-1,2025,2025 [24 Sep 2025],[24 Sep 2025],"Subh.Bhattach., Sameer Patil & Sushil K.Singh",spec.,Phytotaxa 718(4): 298. 2025 [24 Sep 2025] [epublished],[epublished],"doi:10.11646/phytotaxa.718.4.5 [english] Etymology:'The specific epithet ‘sericophylla’ is derived from two Greek words, ‘serikos’ meaning silky hairy and ‘phylla’ meaning leaves; denoting one of the prominent characters of the species viz. sericeous leaves.'",483904-1,,9,sericophylla,,,f,t,,,,,,,Sameer Patil@20045621-1@2@aut$Subh.Bhattach.@20094068-1@1@aut$Sushil K.Singh@20016176-1@3@aut,,,nom. nov.,,1.1.1.2,f,caragana~sericophylla,leguminosaecaragana~sericophylla~,15,wfo-1000084933,,species,,,,,Yes,Phytotaxa 718(4): 298 (2025),https://www.ipni.org/n/77369682-1,IPNI Record: 77369682-1
urn:lsid:ipni.org:names:77369872-1,(Cheng H.Hu) D.L.Fu,Poaceae Sasamorpha qingyuanensis Cheng H.Hu,(Cheng H.Hu),902989-1,,,12(2): 100,,,,,,,,,,,,29/09/2025 14:57,04/11/2025 12:15,,,Poaceae,Phyllostachys qingyuanensis,Phyllostachys qingyuanensis,Phyllostachys,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,null:,331263-2,Amer. J. Agric. Forest.,urn:lsid:ipni.org:publications:20027138-1,2024,2024 [2 Apr 2024],[2 Apr 2024],D.L.Fu,spec.,Amer. J. Agric. Forest. 12(2): 100. 2024 [2 Apr 2024] [epublished],[epublished],doi:10.11648/j.ajaf.20241202.14,,,11,qingyuanensis,,,f,t,,,,,,,D.L.Fu@20004429-2@1@aut$Cheng H.Hu@15140-1@2@bas,,,comb. nov.,,1.4,f,phyllostachys~qingyuanensis,poaceaephyllostachys~qingyuanensis~,276,wfo-1000084997,,species,,,,,Yes,Amer. J. Agric. Forest. 12(2): 100 (2024),https://www.ipni.org/n/77369872-1,IPNI Record: 77369872-1
urn:lsid:ipni.org:names:77370168-1,Lodé,,,,,,37: 30,,19,,5,,s.n.,2024,,J.Lodé,,,06/10/2025 07:22,19/11/2025 13:15,"Socotra (Northeast Tropical Africa, Africa)",,Dracaenaceae,Dracaena inexpectata,Dracaena inexpectata,Dracaena,,f,f,,,,,,,,,,,"Dixam, descent to Wadi Dirhur",,,,,,,,,,,,,,,,,,30010732-2,Cact.-Advent. Int. [Almeria],urn:lsid:ipni.org:publications:20031919-1,2025,2025 [3 Oct 2025],[3 Oct 2025],Lodé,spec.,Cact.-Advent. Int. [Almeria] 37: 30. 2025 [3 Oct 2025] [epublished],[epublished],"[english] Etymology: name from Latin, 'unexpected', for the quite unexpected discovery of this taxon.",,,11,inexpectata,,,f,t,,holotype MGC 93600,,,,,Lodé@36840-1@1@aut,,,tax. nov.,,1.2,f,dracaena~inexpectata,dracaenaceaedracaena~inexpectata~,1682,wfo-1000085171,,species,,,,,Yes,Cact.-Advent. Int. [Almeria] 37: 30 (2025),https://www.ipni.org/n/77370168-1,IPNI Record: 77370168-1
urn:lsid:ipni.org:names:77370194-1,"N.Tanaka, Aver. & C.H.Nguyen",,,,,,721(2): 168,,14,,7,,AL2384,2025,,"Nguyen Huu Cuong, Chu Ngoc Quan, L. Averyanov, Nguyen Van Ly, T. Maisak",,,07/10/2025 09:15,19/11/2025 13:39,"Vietnam (Indo-China, Asia-Tropical)",E,Convallariaceae,Ophiopogon rugosus,Ophiopogon rugosus,Ophiopogon,,f,f,,,,,,,,22,27,26,"Bac Kan Province (presently, Thai Nguyen Province): Ba Be District, Ba Be National Park, 600-800 m",105,36,12,,,,,,N,,,,,,,,,331251-2,Phytotaxa,urn:lsid:ipni.org:publications:20011462-1,2025,2025 [7 Oct 2025],[7 Oct 2025],"N.Tanaka, Aver. & C.H.Nguyen",spec.,"Phytotaxa 721(2): 168. 2025 [7 Oct 2025] N.Tanaka, Aver. & C.H.Nguyen","N.Tanaka, Aver. & C.H.Nguyen",doi:10.11646/phytotaxa.721.2.4 [english] Etymology: name refers to the adaxially wrinkled leaf blades which distinguish the new species from all other congeners.,,,11,rugosus,,,f,t,,holotype LE LE01282499,,,,,Aver.@14590-1@2@aut$C.H.Nguyen@20042608-1@3@aut$N.Tanaka@38230-1@1@aut,,,tax. nov.,,1.2,f,ophiopogon~rugosus,convallariaceaeophiopogon~rugosus~,1686,wfo-1000085179,,species,,,,,Yes,Phytotaxa 721(2): 168 (2025),https://www.ipni.org/n/77370194-1,IPNI Record: 77370194-1
urn:lsid:ipni.org:names:77370199-1,Tian Li & Y.S.Chen,,,,,,721(2): 191,,22,,7,,22149,2022,,Y. S. Chen &amp; T. Li,,,07/10/2025 09:58,19/11/2025 13:49,"Xinjiang (China, Asia-Temperate)",E,Asteraceae,Saussurea aksuensis,Saussurea aksuensis,Saussurea,,f,f,,,,,,,,41,41,30,"Aksu City, Wensu County, Kekeya, Takalage, 1850-2200",80,22,1,,,,,,N,,,,,,,,,331933-2,Phytotaxa,urn:lsid:ipni.org:publications:20011462-1,2025,2025 [7 Oct 2025],[7 Oct 2025],Tian Li & Y.S.Chen,spec.,Phytotaxa 721(2): 191. 2025 [7 Oct 2025] [epublished],[epublished],"doi:10.11646/phytotaxa.721.2.7 [english] Etymology: named after its type locality, Aksu city.",,,11,aksuensis,,,f,t,,holotype IBSC;isotype IBSC,,,,,Tian Li@20093375-1@1@aut$Y.S.Chen@20000172-1@2@aut,,,tax. nov.,,1.2,f,saussurea~aksuensis,asteraceaesaussurea~aksuensis~,1687,wfo-1000085181,,species,,,,,Yes,Phytotaxa 721(2): 191 (2025),https://www.ipni.org/n/77370199-1,IPNI Record: 77370199-1
urn:lsid:ipni.org:names:77370227-1,Saldivia & Nicol,,,,,,2025-49: 15,,,,,,,,,,,,07/10/2025 11:18,20/11/2025 10:03,,,Asteraceae,Shawia sect. Kosteria,Shawia sect. Kosteria,Shawia,,f,f,,,,kosteria,,,,,,,,,,,,,,,,,,,,,,,,,11008-1,Phytoneuron,urn:lsid:ipni.org:publications:20011729-1,2025,2025 [11 Sep 2025],[11 Sep 2025],Saldivia & Nicol,sect.,Phytoneuron 2025-49: 15. [11 Sep 2025] ,,"[english] Etymology: name honours Dutch botanist Joséphine Thérèse Koster (1902–1986),  who was the central figure in the Asteraceae taxonomy of New Guinea and described most of the species included in this section.",,,8,,,,f,t,,,Shawia durifolia (J.Kost.) Saldivia & Nicol,,,,Nicol@20083637-1@2@aut$Saldivia@20024897-1@1@aut,,,tax. nov.,,1.2,f,shawiakosteria,asteraceaeshawiakosteria~~,1698,wfo-1000085190,,section,,,,,Yes,Phytoneuron 2025-49: 15 (2025),https://www.ipni.org/n/77370227-1,IPNI Record: 77370227-1
urn:lsid:ipni.org:names:77370279-1,"Betancur, Aguirre-Santoro & Zuluaga",,,,,,2025(11)-e04945: 2,,7,,5,,22541,2019,,"J.Betancur, C.Castro, R.Galindo-Tarazona, M.Jaimes, A.Muñoz, L.Raz &amp; soldados del Ejército Nacional de Colombia",,,07/10/2025 15:39,03/11/2025 15:06,"Colombia (Western South America, Southern America)",W,Bromeliaceae,Puya farallonensis,Puya farallonensis,Puya,,f,f,,,,,,,,3,24,16,"Valle del Cauca: municipio Cali, Parque Nacional Natural Farallones de Cali, corregimiento Pichindé, vereda Peñas Blancas, cuchilla El Alto del Buey, camino entre Las Minas del Socorro y el Alto del Buey, 3300-3600 m",76,41,14,,,,,,N,,,,,,,,,330470-2,Nordic J. Bot.,urn:lsid:ipni.org:publications:2633-2,2025,2025 [8 Sep 2025],[8 Sep 2025],"Betancur, Aguirre-Santoro & Zuluaga",spec.,Nordic J. Bot. 2025(11)-e04945: 2. [8 Sep 2025] [epublished],[epublished],"doi:10.1002/njb.04945 [english] Etymology: the specific epithet refers to the type locality of the species in Farallones de Cali National Natural Park, Colombia.",,,11,farallonensis,,,f,t,,holotype COL;isotype CAUP;isotype CUVC;isotype FMB;isotype HUA;isotype JAUM;isotype MO;isotype PSO;isotype SEL;isotype US;isotype VALLE,,,,,Zuluaga@20028828-1@3@aut$Aguirre-Santoro@20018979-1@2@aut$Betancur@35801-1@1@aut,,,tax. nov.,,1.4,f,puya~farallonensis,bromeliaceaepuya~farallonensis~,125,wfo-1000085247,,species,,,,,Yes,Nordic J. Bot. 2025(11)-e04945: 2 (2025),https://www.ipni.org/n/77370279-1,IPNI Record: 77370279-1
urn:lsid:ipni.org:names:77370324-1,Saldivia & Nicol,,,,,,2025-49: 31,,,,,,,,,,,,08/10/2025 08:34,20/11/2025 11:07,,,Asteraceae,Shawia sect. Australiaster,Shawia sect. Australiaster,Shawia,,f,f,,,,australiaster,,,,,,,,,,,,,,,,,,,,,,,,,11008-1,Phytoneuron,urn:lsid:ipni.org:publications:20011729-1,2025,2025 [11 Sep 2025],[11 Sep 2025],Saldivia & Nicol,sect.,Phytoneuron 2025-49: 31. [11 Sep 2025] [epublished],[epublished],"[english] Etymology: name refers to the Australian endemicity of the section and to Aster,  the genus under which many species were originally described.",,,8,,,,f,t,,,Shawia myrsinoides (Labill.) Sch.Bip.,,,,Saldivia@20024897-1@1@aut$Nicol@20083637-1@2@aut,,,tax. nov.,,1.2,f,shawiaaustraliaster,asteraceaeshawiaaustraliaster~~,1709,wfo-1000085259,,section,,,,,Yes,Phytoneuron 2025-49: 31 (2025),https://www.ipni.org/n/77370324-1,IPNI Record: 77370324-1
urn:lsid:ipni.org:names:77370716-1,(Cheng H.Hu) D.L.Fu,Poaceae Sasa rubrovaginata Cheng H.Hu,(Cheng H.Hu),929252-1,,,12(2): 101,,,,,,,,,,,,14/10/2025 15:45,04/11/2025 12:15,,,Poaceae,Phyllostachys rubrovaginata,Phyllostachys rubrovaginata,Phyllostachys,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,null:,331263-2,Amer. J. Agric. Forest.,urn:lsid:ipni.org:publications:20027138-1,2024,2024 [2 Apr 2024],[2 Apr 2024],D.L.Fu,spec.,Amer. J. Agric. Forest. 12(2): 101. 2024 [2 Apr 2024] [epublished],[epublished],doi:10.11648/j.ajaf.20241202.14,,,11,rubrovaginata,,,f,t,,,,,,,D.L.Fu@20004429-2@1@aut$Cheng H.Hu@15140-1@2@bas,,,comb. nov.,,1.4,f,phyllostachys~rubrovaginata,poaceaephyllostachys~rubrovaginata~,277,wfo-1000085379,,species,,,,,Yes,Amer. J. Agric. Forest. 12(2): 101 (2024),https://www.ipni.org/n/77370716-1,IPNI Record: 77370716-1
urn:lsid:ipni.org:names:77370838-1,Iamonico,,,,,,12(7)-1566: 15,,,,,,,,,,,,16/10/2025 15:25,06/11/2025 16:23,,,Amaranthaceae,Amaranthus baileyanus,Amaranthus baileyanus,Amaranthus,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327362-2,Plants [Basel],urn:lsid:ipni.org:publications:20019409-1,2023,2023 [05 Apr 2023],[05 Apr 2023],Iamonico,spec.,Plants [Basel] 12(7)-1566: 15. 2023 [05 Apr 2023] [epublished],[epublished],doi:10.3390/plants12071566,77370836-1,,9,baileyanus,,,f,t,,,,,,,Iamonico@20016962-1@1@aut,,,nom. nov.,,1.2,f,amaranthus~baileyanus,amaranthaceaeamaranthus~baileyanus~,818,wfo-1000085480,,species,,,,,Yes,Plants [Basel] 12(7)-1566: 15 (2023),https://www.ipni.org/n/77370838-1,IPNI Record: 77370838-1
urn:lsid:ipni.org:names:77370968-1,"Hodel, J.B.Dobbs & Burtscher",,,,,,2025(13): 3,,1,,9,,4083,2025,,D. R. Hodel,,,21/10/2025 14:32,17/11/2025 14:53,"California (Southwestern U.S.A., Northern America)",,Arecaceae,Chrysalidocarpus × leptocaryi,Chrysalidocarpus × leptocaryi,Chrysalidocarpus,,t,f,"77314602-1,77314638-1",(Chrysalidocarpus decaryi (Jum.) Eiserhardt & W.J.Baker × Chrysalidocarpus leptocheilos (Hodel) Eiserhardt & W.J.Baker),,,,,,,,,"Orange County: Fullerton, garden of Robert and Judy Burtscher",,,,,,,,,,,,,,,,,,31161-1,PalmArbor,urn:lsid:ipni.org:publications:20048102-1,2025,2025 [15 Oct 2025],[15 Oct 2025],"Hodel, J.B.Dobbs & Burtscher",spec.,PalmArbor 2025(13): 3. [15 Oct 2025] [epublished],[epublished],doi:10.21414/B1901T [english] Etymology: combination of the parental names.,,,11,leptocaryi,,,f,t,,holotype LASCA;isotype BH,,,,,J.B.Dobbs@20093889-1@2@aut$Hodel@20376-1@1@aut$Burtscher@20093890-1@3@aut,,,tax. nov.,,1.2,f,chrysalidocarpus~leptocaryi,arecaceaechrysalidocarpus~leptocaryi~,1391,wfo-1000085509,,species,,,,,Yes,PalmArbor 2025(13): 3 (2025),https://www.ipni.org/n/77370968-1,IPNI Record: 77370968-1
urn:lsid:ipni.org:names:77370979-1,Hislop,,,,,,36: 70,,15,,8,,1508151,2015,,W. Archer,,,22/10/2025 10:38,17/11/2025 15:22,"Western Australia (Western Australia, Australia, Australasia)",,Epacridaceae,Conostephium interstans,Conostephium interstans,Conostephium,,f,f,,,,,,,,,,,"North-west of Cascade, precise locality withheld for conservation reasons",,,,,,,,,,,,,,,,,,14543-1,Nuytsia,urn:lsid:ipni.org:publications:1029-2,2025,2025 [8 Jul 2025],[8 Jul 2025],Hislop,spec.,Nuytsia 36: 70. 2025 [8 Jul 2025] [epublished],[epublished],"doi:10.58828/nuy01096 [english] Etymology: name from the Latin inter (between) and stans (standing), a reference to some aspects of the morphology that are somewhat intermediate between C. roei Benth. and C. prolatum Hislop.",,,11,interstans,,,f,t,,holotype PERTH 08894523;isotype CANB;isotype K;isotype MEL;isotype NSW,,,,,Hislop@40061-1@1@aut,,,tax. nov.,,1.2,f,conostephium~interstans,epacridaceaeconostephium~interstans~,1393,wfo-1000085517,,species,,,,,Yes,Nuytsia 36: 70 (2025),https://www.ipni.org/n/77370979-1,IPNI Record: 77370979-1
urn:lsid:ipni.org:names:77371019-1,Sonay,,,,,,9(1): 56,,21,,4,,2587,2022,,V.Sonay,,,23/10/2025 10:00,03/11/2025 12:19,"Turkey (Western Asia, Asia-Temperate)",,Liliaceae,Fritillaria saricanensis,Fritillaria saricanensis,Fritillaria,,f,f,,,,,,,,,,,"Elazığ, Karakoçan district, near Sarıcan village, stony and rocky areas near the hill, 1800-2000 m",,,,Termination of specific epithet amended as per Art. 23.5. ICN (2025).,,,,,,,,,,,,,,30008840-2,Int. J. Nat. Life Sci.,urn:lsid:ipni.org:publications:20050722-1,2025,2025 [15 May 2025],[15 May 2025],Sonay,spec.,"Int. J. Nat. Life Sci. 9(1): 56. 2025 [15 May 2025] , as 'saricanense' [epublished]",", as 'saricanense' [epublished]","doi:10.47947/ijnls.1692070 [english] Etymology: name from Sarıcan town, Elazığ province, where the species was first  discovered.",,,12,saricanensis,,,f,t,,holotype HUEH;isotype HARRAN;isotype HUEH,,,,,Sonay@20056654-1@1@aut,,,tax. nov.,,1.2,f,fritillaria~saricanensis,liliaceaefritillaria~saricanensis~,94,wfo-1000085551,,species,,,,,Yes,Int. J. Nat. Life Sci. 9(1): 56 (2025),https://www.ipni.org/n/77371019-1,IPNI Record: 77371019-1
