id,authors_t,basionym_s_lower,basionym_author_s_lower,lookup_basionym_id,bibliographic_reference_s_lower,bibliographic_type_info_s_lower,reference_collation_s_lower,collection_date_as_text_s_lower,collection_day_1_s_lower,collection_day_2_s_lower,collection_month_1_s_lower,collection_month_2_s_lower,collection_number_s_lower,collection_year_1_s_lower,collection_year_2_s_lower,collector_team_as_text_t,lookup_conserved_against_id,lookup_correction_of_id,date_created_date,date_last_modified_date,distribution_s_lower,east_or_west_s_lower,family_s_lower,taxon_scientific_name_s_lower,taxon_sci_name_suggestion,genus_s_lower,geographic_unit_as_text_s_lower,hybrid_b,hybrid_genus_b,lookup_hybrid_parent_id,hybrid_parents_s_lower,infra_family_s_lower,infra_genus_s_lower,infraspecies_s_lower,lookup_isonym_of_id,lookup_later_homonym_of_id,latitude_degrees_s_lower,latitude_minutes_s_lower,latitude_seconds_s_lower,locality_s_lower,longitude_degrees_s_lower,longitude_minutes_s_lower,longitude_seconds_s_lower,name_status_s_lower,name_status_bot_code_type_s_lower,name_status_editor_type_s_lower,nomenclatural_synonym_s_lower,lookup_nomenclatural_synonym_id,north_or_south_s_lower,original_basionym_s_lower,original_basionym_author_team_s_lower,original_hybrid_parentage_s_lower,original_remarks_s_lower,original_replaced_synonym_s_lower,original_taxon_distribution_s_lower,lookup_orthographic_variant_of_id,other_links_s_lower,lookup_parent_id,publication_s_lower,lookup_publication_id,publication_year_i,publication_year_full_s_lower,publication_year_note_s_lower,publishing_author_s_lower,rank_s_alphanum,reference_t,reference_remarks_s_lower,remarks_s_lower,lookup_replaced_synonym_id,lookup_same_citation_as_id,score_s_lower,species_s_lower,species_author_s_lower,lookup_superfluous_name_of_id,suppressed_b,top_copy_b,lookup_type_id,type_locations_s_lower,type_name_s_lower,type_remarks_s_lower,type_chosen_by_s_lower,type_note_s_lower,detail_author_team_ids,detail_species_author_team_ids,page_as_text_s_lower,citation_type_s_lower,lookup_validation_of_id,version_s_lower,powo_b,sortable,family_taxon_name_sortable,rhakhis_pk,rhakhis_wfo,rhakhis_skip,rhakhis_rank,rhakhis_status,rhakhis_parent,rhakhis_accepted,rhakhis_basionym,name_pub,IPNIURL,IPNILabel
urn:lsid:ipni.org:names:77373957-1,(Schltr.) S.S.Ying,Asclepiadaceae Tylophora rhizophoretorum Schltr.,(Schltr.),102569-1,,,8: 390,,,,,,,,,,,,46009.39788,46009.39788,,,Asclepiadaceae,Vincetoxicum rhizophoretorum,Vincetoxicum rhizophoretorum,Vincetoxicum,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30010004-2,New Taxa New Names,urn:lsid:ipni.org:publications:20024339-1,2025,2025 [30 Nov 2025],[30 Nov 2025],S.S.Ying,spec.,New Taxa New Names 8: 390. 2025 [30 Nov 2025] [epublished],[epublished],,,,11,rhizophoretorum,,,f,t,,,,,,,Schltr.@9117-1@2@bas$S.S.Ying@11941-1@1@aut,,,comb. nov.,,1.1,f,vincetoxicum~rhizophoretorum,asclepiadaceaevincetoxicum~rhizophoretorum~,897,wfo-1000087072,,species,,,,,New Taxa New Names 8: 390 (2025),https://www.ipni.org/n/77373957-1,IPNI Record: 77373957-1
urn:lsid:ipni.org:names:77373958-1,(Warb.) S.S.Ying,Asclepiadaceae Tylophora trichambon Warb.,(Warb.),102611-1,,,8: 391,,,,,,,,,,,,46009.40644,46009.40644,,,Asclepiadaceae,Vincetoxicum trichambon,Vincetoxicum trichambon,Vincetoxicum,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30010004-2,New Taxa New Names,urn:lsid:ipni.org:publications:20024339-1,2025,2025 [30 Nov 2025],[30 Nov 2025],S.S.Ying,spec.,New Taxa New Names 8: 391. 2025 [30 Nov 2025] [epublished],[epublished],,,,11,trichambon,,,f,t,,,,,,,Warb.@11402-1@2@bas$S.S.Ying@11941-1@1@aut,,,comb. nov.,,1.1,f,vincetoxicum~trichambon,asclepiadaceaevincetoxicum~trichambon~,898,wfo-1000087073,,species,,,,,New Taxa New Names 8: 391 (2025),https://www.ipni.org/n/77373958-1,IPNI Record: 77373958-1
urn:lsid:ipni.org:names:77373959-1,S.S.Ying,,,,,,8: 391,,,,,,,,,,,,46009.40905,46009.41087,,,Asclepiadaceae,Vincetoxicum rusbyi,Vincetoxicum rusbyi,Vincetoxicum,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30010004-2,New Taxa New Names,urn:lsid:ipni.org:publications:20024339-1,2025,2025 [30 Nov 2025],[30 Nov 2025],S.S.Ying,spec.,"New Taxa New Names 8: 391. 2025 [30 Nov 2025] , as 'rusbyii' [epublished]",", as 'rusbyii' [epublished]","Etymology: no etymology is given in the publication, but the epithet appears to be named after the author of the replaced synonym: Henry Hurd Rusby.",265572-2,,9,rusbyi,,,f,t,,,,,,,S.S.Ying@11941-1@1@aut,,,nom. nov.,,1.2,f,vincetoxicum~rusbyi,asclepiadaceaevincetoxicum~rusbyi~,899,wfo-1000087074,,species,,,,,New Taxa New Names 8: 391 (2025),https://www.ipni.org/n/77373959-1,IPNI Record: 77373959-1
urn:lsid:ipni.org:names:77373960-1,S.S.Ying,,,,,,8: 391,,,,,,,,,,,,46009.4123,46009.4123,,,Asclepiadaceae,Vincetoxicum stevenii,Vincetoxicum stevenii,Vincetoxicum,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30010004-2,New Taxa New Names,urn:lsid:ipni.org:publications:20024339-1,2025,2025 [30 Nov 2025],[30 Nov 2025],S.S.Ying,spec.,New Taxa New Names 8: 391. 2025 [30 Nov 2025] [epublished],[epublished],,102838-1,,9,stevenii,,,f,t,,,,,,,S.S.Ying@11941-1@1@aut,,,nom. nov.,,1.1,f,vincetoxicum~stevenii,asclepiadaceaevincetoxicum~stevenii~,900,wfo-1000087075,,species,,,,,New Taxa New Names 8: 391 (2025),https://www.ipni.org/n/77373960-1,IPNI Record: 77373960-1
urn:lsid:ipni.org:names:77373961-1,S.S.Ying,,,,,,8: 392,,4,,10,,s.n.,2025,,S.S.Ying,,,46009.41382,46009.41382,"Taiwan (Eastern Asia, Asia-Temperate)",,Lamiaceae,Salvia taipingshanensis,Salvia taipingshanensis,Salvia,,f,f,,,,,,,,,,,"I-Lan county, Datong Township, Taipinshan, 1895 m",,,,,,,,,,,,,,,,,,30000096-2,New Taxa New Names,urn:lsid:ipni.org:publications:20024339-1,2025,2025 [30 Nov 2025],[30 Nov 2025],S.S.Ying,spec.,New Taxa New Names 8: 392. 2025 [30 Nov 2025] [epublished],[epublished],[english],,,11,taipingshanensis,,,f,t,,holotype TPRCH,,,,,S.S.Ying@11941-1@1@aut,,,tax. nov.,,1.1,f,salvia~taipingshanensis,lamiaceaesalvia~taipingshanensis~,901,wfo-1000087076,,species,,,,,New Taxa New Names 8: 392 (2025),https://www.ipni.org/n/77373961-1,IPNI Record: 77373961-1
urn:lsid:ipni.org:names:77373962-1,S.S.Ying,,,,,,8: 398,,27,,9,,s.n.,2025,,S.S.Ying,,,46009.41593,46009.41593,"Taiwan (Eastern Asia, Asia-Temperate)",,Urticaceae,Boehmeria wulaokangensis,Boehmeria wulaokangensis,Boehmeria,,f,f,,,,,,,,,,,"I'Lan county, Tongshan Township, Wulonkang, 215 m",,,,,,,,,,,,,,,,,,327224-2,New Taxa New Names,urn:lsid:ipni.org:publications:20024339-1,2025,2025 [30 Nov 2025],[30 Nov 2025],S.S.Ying,spec.,New Taxa New Names 8: 398. 2025 [30 Nov 2025] [epublished],[epublished],[english],,,11,wulaokangensis,,,f,t,,holotype TPRCH,,,,,S.S.Ying@11941-1@1@aut,,,tax. nov.,,1.1,f,boehmeria~wulaokangensis,urticaceaeboehmeria~wulaokangensis~,902,wfo-1000087077,,species,,,,,New Taxa New Names 8: 398 (2025),https://www.ipni.org/n/77373962-1,IPNI Record: 77373962-1
urn:lsid:ipni.org:names:77373963-1,S.S.Ying,,,,,,8: 405,,27,,9,,s.n.,2025,,S.S.Ying,,,46009.42314,46009.42314,"Taiwan (Eastern Asia, Asia-Temperate)",,Urticaceae,Boehmeria suaoensis,Boehmeria suaoensis,Boehmeria,,f,f,,,,,,,,,,,"I-Lan county, Suao Township, Suao Forest Road, 255 m",,,,,,,,,,,,,,,,,,327224-2,New Taxa New Names,urn:lsid:ipni.org:publications:20024339-1,2025,2025 [30 Nov 2025],[30 Nov 2025],S.S.Ying,spec.,New Taxa New Names 8: 405. 2025 [30 Nov 2025] [epublished],[epublished],[english],,,11,suaoensis,,,f,t,,holotype TPRCH,,,,,S.S.Ying@11941-1@1@aut,,,tax. nov.,,1.1,f,boehmeria~suaoensis,urticaceaeboehmeria~suaoensis~,903,wfo-1000087078,,species,,,,,New Taxa New Names 8: 405 (2025),https://www.ipni.org/n/77373963-1,IPNI Record: 77373963-1
urn:lsid:ipni.org:names:77373964-1,S.S.Ying,,,,,,8: 410,,,,,,,,,,,,46009.43025,46009.43918,,,Orchidaceae,Gastrochilus lisenmingianus,Gastrochilus lisenmingianus,Gastrochilus,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29529-1,New Taxa New Names,urn:lsid:ipni.org:publications:20024339-1,2025,2025 [30 Nov 2025],[30 Nov 2025],S.S.Ying,spec.,"New Taxa New Names 8: 410. 2025 [30 Nov 2025] , as 'lisenmingensis' [epublished]",", as 'lisenmingensis' [epublished]","[english] Etymology: 'The specific name is after Mr.Lisenming...A staff of Hsinchu Branch, Forestry and Nature Conservation Agency...for his endless to promote orchid conservation at Guanwu...area'.  Note: as the original epithet was published as an adjective, it has been corrected to an adjectival form under Art. 60.8.(d)., ICN (2025). Holotype sheet contains a very small specimen of approximately 3 cm, together with 4 photographs.",,,8,lisenmingianus,,,f,t,,,,,,,S.S.Ying@11941-1@1@aut,,,tax. nov.,,1.2,f,gastrochilus~lisenmingianus,orchidaceaegastrochilus~lisenmingianus~,904,wfo-1000087079,,species,,,,,New Taxa New Names 8: 410 (2025),https://www.ipni.org/n/77373964-1,IPNI Record: 77373964-1
urn:lsid:ipni.org:names:77373965-1,"Imprescia, Benigni & Biagioli",,,,,,68(2): 300,,30,,6,,,2025,,,,,46009.43686,46009.43686,"Italy (Italy, Southeastern Europe, Europe)",,Orchidaceae,Dactylorhiza × gruenangeri,Dactylorhiza × gruenangeri,Dactylorhiza,,t,f,"908657-1,626620-1",(Dactylorhiza gervasiana (Tod.) H.Baumann & Künkele × Dactylorhiza incarnata (L.) Soó),,,,,,,,,"Aprutio regione (vulgo Abruzzo), Aquilana Provincia ad Obindolum, 1410 m",,,,,,,,,,,,,,,,,,30032968-2,GIROS Orch. Spont. Eur.,urn:lsid:ipni.org:publications:20020275-1,2025,2025 [Nov 2025],[Nov 2025],"Imprescia, Benigni & Biagioli",spec.,GIROS Orch. Spont. Eur. 68(2): 300. 2025 [Nov 2025] ,,Etymology: hybrid named in honour and memoriam of Prof. Paolo Grünanger.,,,10,gruenangeri,,,f,t,,holotype CAME 29353,,,,,Benigni@20043193-1@2@aut$Imprescia@20095047-1@1@aut$Biagioli@20028212-1@3@aut,,,tax. nov.,,1.1,f,dactylorhiza~gruenangeri,orchidaceaedactylorhiza~gruenangeri~,905,wfo-1000087080,,species,,,,,GIROS Orch. Spont. Eur. 68(2): 300 (2025),https://www.ipni.org/n/77373965-1,IPNI Record: 77373965-1
urn:lsid:ipni.org:names:77373966-1,Bisceglia & Benigni,,,,,,68(2): 262,,18,,4,,,2025,,,,,46009.44459,46009.44459,"Italy (Italy, Southeastern Europe, Europe)",,Orchidaceae,Ophrys × carbonarensis,Ophrys × carbonarensis,Ophrys,,t,f,"647796-1,1017144-1",(Ophrys biscutella O.Danesch & E.Danesch × Ophrys classica Devillers-Tersch. & Devillers),,,,,,,,,"Apulia, in Gargano (Foveana provincia), ad Montem Sancti Angeli, 672 m",,,,,,,,,,,,,,,,,,30162-1,GIROS Orch. Spont. Eur.,urn:lsid:ipni.org:publications:20020275-1,2025,2025 [Nov 2025],[Nov 2025],Bisceglia & Benigni,spec.,GIROS Orch. Spont. Eur. 68(2): 262. 2025 [Nov 2025] ,,"Etymology: hybrid named for the Carbonara Valley, Gargano, Italy.",,,10,carbonarensis,,,f,t,,holotype RO RO-HGN_323,,,,,Bisceglia@20071431-1@1@aut$Benigni@20043193-1@2@aut,,,tax. nov.,,1.1,f,ophrys~carbonarensis,orchidaceaeophrys~carbonarensis~,906,wfo-1000087081,,species,,,,,GIROS Orch. Spont. Eur. 68(2): 262 (2025),https://www.ipni.org/n/77373966-1,IPNI Record: 77373966-1
urn:lsid:ipni.org:names:77373967-1,S.S.Ying,,,,,,8: 415,,,,,,,,,,,,46009.44767,46009.44767,,,Orchidaceae,Neottia longiflora,Neottia longiflora,Neottia,,f,f,,,,,,,,,,,,,,,"nom. inval.    Contrary to Art. 40.6., ICN (2025)",,nom. inval.,,,,,,,,,,,,325857-2,New Taxa New Names,urn:lsid:ipni.org:publications:20024339-1,2025,2025 [30 Nov 2025],[30 Nov 2025],S.S.Ying,spec.,New Taxa New Names 8: 415. 2025 [30 Nov 2025] [epublished],[epublished],"[english] Publ. as a 'sp. & nom. nov.', citing the replaced synonym as Listera longiflora W.M.Lin & Yi Fu Wang.  However, the cited replaced synonym is not validly published (no indication of type). The 'holotype' provided for Neottia longiflora only contains photographs, contrary to Art. 40.6., ICN (2025).",,,9,longiflora,,,f,t,,,,,,,S.S.Ying@11941-1@1@aut,,,tax. nov.,,1.1,f,neottia~longiflora,orchidaceaeneottia~longiflora~,907,wfo-1000087082,,species,,,,,New Taxa New Names 8: 415 (2025),https://www.ipni.org/n/77373967-1,IPNI Record: 77373967-1
urn:lsid:ipni.org:names:77373968-1,All.,,,,,,88,,,,,,,,,,,,46009.44951,46009.61103,,,Caryophyllaceae,Silene niceensis,Silene niceensis,Silene,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331962-2,Auct. Syn. Meth. Stirp. Hort. Regii Taur.,urn:lsid:ipni.org:publications:18703-2,1773,1773,,All.,spec.,Auct. Syn. Meth. Stirp. Hort. Regii Taur. 88. 1773 ,,Latin descr. See footnote 123.,,,8,niceensis,,,f,t,,,,,,,All.@154-1@1@aut,,,tax. nov.,,1.3,f,silene~niceensis,caryophyllaceaesilene~niceensis~,908,wfo-1000087083,,species,,,,,Auct. Syn. Meth. Stirp. Hort. Regii Taur. 88 (1773),https://www.ipni.org/n/77373968-1,IPNI Record: 77373968-1
urn:lsid:ipni.org:names:77373969-1,S.S.Ying,,,,,,8: 419,,18,,9,,s.n.,2025,,S.S.Ying,,,46009.45668,46009.45668,"Taiwan (Eastern Asia, Asia-Temperate)",,Orchidaceae,Cheirostylis shaolinchii,Cheirostylis shaolinchii,Cheirostylis,,f,f,,,,,,,,,,,"Hsinchu county, Jianshi Township, Yulao, 1050 m",,,,,,,,,,,,,,,,,,325756-2,New Taxa New Names,urn:lsid:ipni.org:publications:20024339-1,2025,2025 [30 Nov 2025],[30 Nov 2025],S.S.Ying,spec.,New Taxa New Names 8: 419. 2025 [30 Nov 2025] [epublished],[epublished],[english],,,11,shaolinchii,,,f,t,,unknown TPRCH,,,,,S.S.Ying@11941-1@1@aut,,,tax. nov.,,1.1,f,cheirostylis~shaolinchii,orchidaceaecheirostylis~shaolinchii~,909,wfo-1000087084,,species,,,,,New Taxa New Names 8: 419 (2025),https://www.ipni.org/n/77373969-1,IPNI Record: 77373969-1
urn:lsid:ipni.org:names:77373970-1,Sch.Bip. ex Walp.,,,,,,2: 945,,,,,,,,,,,,46009.46051,46009.46051,,,Asteraceae,Vernonia hochstetteri,Vernonia hochstetteri,Vernonia,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325949-2,Repert. Bot. Syst. (Walpers),urn:lsid:ipni.org:publications:1471-2,1843,1843 [Dec 1843],[Dec 1843],Sch.Bip. ex Walp.,spec.,Repert. Bot. Syst. (Walpers) 2: 945. 1843 [Dec 1843] ,,,,,8,hochstetteri,,,f,t,,,,,,,Walp.@11355-1@2@autEx$Sch.Bip.@9294-1@1@aut,,,tax. nov.,258520-1,1.1,f,vernonia~hochstetteri,asteraceaevernonia~hochstetteri~,910,wfo-0000079033,,species,,,,,Repert. Bot. Syst. (Walpers) 2: 945 (1843),https://www.ipni.org/n/77373970-1,IPNI Record: 77373970-1
urn:lsid:ipni.org:names:77373971-1,Biagioli,,,,,,68(2): 402,,,,,,,,,,,,46009.46255,46009.46255,,,Orchidaceae,Ophrys × fucens,Ophrys × fucens,Ophrys,,t,f,,,,,,,,,,,,,,,nom. superfl.,,,,,,,,,,,,,,30162-1,GIROS Orch. Spont. Eur.,urn:lsid:ipni.org:publications:20020275-1,2025,2025 [Nov 2025],[Nov 2025],Biagioli,spec.,GIROS Orch. Spont. Eur. 68(2): 402. 2025 [Nov 2025] ,,Published with hybrid parents as Ophrys bertolonii & Ophrys molisana.,77167049-1,,10,fucens,,,f,t,,,,,,,Biagioli@20028212-1@1@aut,,,nom. nov.,,1.1,f,ophrys~fucens,orchidaceaeophrys~fucens~,911,wfo-1000087085,,species,,,,,GIROS Orch. Spont. Eur. 68(2): 402 (2025),https://www.ipni.org/n/77373971-1,IPNI Record: 77373971-1
urn:lsid:ipni.org:names:77373972-1,(Spreng.) Soldano & Banfi,Apiaceae Selinum venetum Spreng.,(Spreng.),848408-1,,,269,,,,,,,,,,,,46009.46977,46020.34789,,,Apiaceae,Xanthoselinum venetum,Xanthoselinum venetum,Xanthoselinum,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,null:,40678-1,Fl. Spont. Prov. Biella,urn:lsid:ipni.org:publications:20061992-1,2000,2000,,Soldano & Banfi,spec.,Fl. Spont. Prov. Biella 269. 2000 ,,,,,11,venetum,,,f,t,,,,,,,Spreng.@9992-1@3@bas$Banfi@36233-1@2@aut$Soldano@13848-1@1@aut,,,comb. nov.,,1.4,f,xanthoselinum~venetum,apiaceaexanthoselinum~venetum~,912,wfo-0001443359,,species,,,,,Fl. Spont. Prov. Biella 269 (2000),https://www.ipni.org/n/77373972-1,IPNI Record: 77373972-1
urn:lsid:ipni.org:names:77373973-1,(W.T.Wang) L.F.Fu & A.K.Monro,Urticaceae Pellionia subundulata W.T.Wang,(W.T.Wang),855083-1,,,63(6): 1338,,,,,,,,,,,,46009.47791,46009.47791,,,Urticaceae,Elatostema subundulatum,Elatostema subundulatum,Elatostema,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331583-2,J. Syst. Evol.,urn:lsid:ipni.org:publications:20009150-1,2025,2025 [23 Jul 2025],[23 Jul 2025],L.F.Fu & A.K.Monro,spec.,J. Syst. Evol. 63(6): 1338. 2025 [23 Jul 2025] [epublished],[epublished],doi:10.1111/jse.13199,,,11,subundulatum,,,f,t,,,,,,,A.K.Monro@37266-1@2@aut$W.T.Wang@11392-1@3@bas$L.F.Fu@20021661-1@1@aut,,,comb. nov.,,1.1,f,elatostema~subundulatum,urticaceaeelatostema~subundulatum~,913,wfo-1000087086,,species,,,,,J. Syst. Evol. 63(6): 1338 (2025),https://www.ipni.org/n/77373973-1,IPNI Record: 77373973-1
urn:lsid:ipni.org:names:77373974-1,"L.F.Fu, C.Xiong & Y.G.Wei",,,,,,63(6): 1338,,9,,4,,XC22052,2022,,Chi Xiong &amp; Feng Chen,,,46009.48066,46009.48066,"Chongqing (China South-Central, China, Asia-Temperate)",E,Urticaceae,Elatostema longpingii,Elatostema longpingii,Elatostema,,f,f,,,,,,,,9,50,24,"Beibei District, Jinyun MountainNational Nature Reserve, Qinglongzhai, 753 m",106,22,48,,,,,,N,,,,,,,,,331583-2,J. Syst. Evol.,urn:lsid:ipni.org:publications:20009150-1,2025,2025 [23 Jul 2025],[23 Jul 2025],"L.F.Fu, C.Xiong & Y.G.Wei",spec.,J. Syst. Evol. 63(6): 1338. 2025 [23 Jul 2025] [epublished],[epublished],"doi:10.1111/jse.13199 [english] Etymology: named in honour of Professor Long‐Ping Yuan (1930–2021), a pioneer in the development of hybrid rice.",,,11,longpingii,,,f,t,,holotype IBK;isotype CQNM;isotype IBK,,,,,C.Xiong@20049165-1@2@aut$Y.G.Wei@37149-1@3@aut$L.F.Fu@20021661-1@1@aut,,,tax. nov.,,1.1,f,elatostema~longpingii,urticaceaeelatostema~longpingii~,914,wfo-1000087087,,species,,,,,J. Syst. Evol. 63(6): 1338 (2025),https://www.ipni.org/n/77373974-1,IPNI Record: 77373974-1
urn:lsid:ipni.org:names:77373975-1,S.S.Ying,,,,,,8: 424,,21,,8,,s.n.,2025,,S.S.Ying,,,46009.49052,46009.49052,"Taiwan (Eastern Asia, Asia-Temperate)",,Orchidaceae,Taeniophyllum tungyanshanense,Taeniophyllum tungyanshanense,Taeniophyllum,,f,f,,,,,,,,,,,"Taoyuan city, Fuhsin District, Tungyuanshan, 1155 m",,,,,,,,,,,,,,,,,,30774-1,New Taxa New Names,urn:lsid:ipni.org:publications:20024339-1,2025,2025 [30 Nov 2025],[30 Nov 2025],S.S.Ying,spec.,New Taxa New Names 8: 424. 2025 [30 Nov 2025] [epublished],[epublished],[english],,,11,tungyanshanense,,,f,t,,holotype TPRCH,,,,,S.S.Ying@11941-1@1@aut,,,tax. nov.,,1.1,f,taeniophyllum~tungyanshanense,orchidaceaetaeniophyllum~tungyanshanense~,915,wfo-1000087088,,species,,,,,New Taxa New Names 8: 424 (2025),https://www.ipni.org/n/77373975-1,IPNI Record: 77373975-1
urn:lsid:ipni.org:names:77373976-1,(Suksd.) S.S.Ying,Orchidaceae Listera retusa Suksd.,(Suksd.),141525-2,,,8: 428,,,,,,,,,,,,46009.49223,46009.49223,,,Orchidaceae,Neottia retusa,Neottia retusa,Neottia,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325857-2,New Taxa New Names,urn:lsid:ipni.org:publications:20024339-1,2025,2025 [30 Nov 2025],[30 Nov 2025],S.S.Ying,spec.,New Taxa New Names 8: 428. 2025 [30 Nov 2025] [epublished],[epublished],,,,11,retusa,,,f,t,,,,,,,Suksd.@10288-1@2@bas$S.S.Ying@11941-1@1@aut,,,comb. nov.,,1.1,f,neottia~retusa,orchidaceaeneottia~retusa~,916,wfo-1000087089,,species,,,,,New Taxa New Names 8: 428 (2025),https://www.ipni.org/n/77373976-1,IPNI Record: 77373976-1
urn:lsid:ipni.org:names:77373977-1,Licheri,,,,,,68(2): 314,,,,,,,,,,,,46009.49292,46009.49292,"Sardegna (Southwestern Europe, Europe)",,Orchidaceae,Ophrys × lailae,Ophrys × lailae,Ophrys,,t,f,"1003634-1,51000924-1",(Ophrys lupercalis Devillers-Tersch. & Devillers × Ophrys panormitana (Tod.) Soó),,,,,,,,,"Sardinia meridiana provincia, ad Buggerrum, 60 m",,,,,,,,,,,,,,,,,,30162-1,GIROS Orch. Spont. Eur.,urn:lsid:ipni.org:publications:20020275-1,2025,2025 [Nov 2025],[Nov 2025],Licheri,spec.,GIROS Orch. Spont. Eur. 68(2): 314. 2025 [Nov 2025] ,,Etymology: hybrid named for Laila Spagnuolo.,,,10,lailae,,,f,t,,holotype CAG 25/7,,,,,Licheri@20041202-1@1@aut,,,tax. nov.,,1.1,f,ophrys~lailae,orchidaceaeophrys~lailae~,917,wfo-1000087090,,species,,,,,GIROS Orch. Spont. Eur. 68(2): 314 (2025),https://www.ipni.org/n/77373977-1,IPNI Record: 77373977-1
urn:lsid:ipni.org:names:77373978-1,(hort.) S.S.Ying,hort.,(hort.),,,,8: 428,,,,,,,,,,,,46009.49475,46009.49475,,,Orchidaceae,Calanthe fimbriata,Calanthe fimbriata,Calanthe,,f,f,,,,,,,620863-1,,,,,,,,nom. illeg. later homonym,,nom. illeg.,,,,,,,,,,,,325898-2,New Taxa New Names,urn:lsid:ipni.org:publications:20024339-1,2025,2025 [30 Nov 2025],[30 Nov 2025],S.S.Ying,spec.,New Taxa New Names 8: 428. 2025 [30 Nov 2025] [epublished],[epublished],,,,12,fimbriata,,,f,t,,,,,,,hort.@35691-1@2@bas$S.S.Ying@11941-1@1@aut,,,comb. nov.,,1.1,f,calanthe~fimbriata,orchidaceaecalanthe~fimbriata~,918,wfo-1200116460,,species,,,,,New Taxa New Names 8: 428 (2025),https://www.ipni.org/n/77373978-1,IPNI Record: 77373978-1
urn:lsid:ipni.org:names:77373979-1,(hort. ex Hemsl.) S.S.Ying,Orchidaceae Phaius formosus hort. ex Hemsl.,(hort. ex Hemsl.),650400-1,,,8: 428,,,,,,,,,,,,46009.49552,46009.49552,,,Orchidaceae,Calanthe formosa,Calanthe formosa,Calanthe,,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325898-2,New Taxa New Names,urn:lsid:ipni.org:publications:20024339-1,2025,2025 [30 Nov 2025],[30 Nov 2025],S.S.Ying,spec.,New Taxa New Names 8: 428. 2025 [30 Nov 2025] [epublished],[epublished],,,,11,formosa,,,f,t,,,,,,,Hemsl.@3825-1@3@basEx$hort.@35691-1@2@bas$S.S.Ying@11941-1@1@aut,,,comb. nov.,,1.1,f,calanthe~formosa,orchidaceaecalanthe~formosa~,919,wfo-1000087091,,species,,,,,New Taxa New Names 8: 428 (2025),https://www.ipni.org/n/77373979-1,IPNI Record: 77373979-1
urn:lsid:ipni.org:names:77373980-1,S.S.Ying,,,,,,8: 428,,,,,,,,,,,,46009.49797,46009.49797,,,Orchidaceae,Calanthe × watsonii,Calanthe × watsonii,Calanthe,,t,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325898-2,New Taxa New Names,urn:lsid:ipni.org:publications:20024339-1,2025,2025 [30 Nov 2025],[30 Nov 2025],S.S.Ying,spec.,New Taxa New Names 8: 428. 2025 [30 Nov 2025] [epublished],[epublished],,650387-1,,9,watsonii,,,f,t,,,,,,,S.S.Ying@11941-1@1@aut,,,nom. nov.,,1.1,f,calanthe~watsonii,orchidaceaecalanthe~watsonii~,920,wfo-1000087092,,species,,,,,New Taxa New Names 8: 428 (2025),https://www.ipni.org/n/77373980-1,IPNI Record: 77373980-1
urn:lsid:ipni.org:names:77373981-1,Licheri & Napoli,,,,,,68(2): 345,,20,,3,,,2025,,Licheri &amp; Napoli,,,46009.49944,46009.49944,"Sardegna (Southwestern Europe, Europe)",,Orchidaceae,Ophrys × johannis-patris,Ophrys × johannis-patris,Ophrys,,t,f,"77310704-1,647940-1","(Ophrys liveranii (Orrù & M.P.Grasso) Biagioli, Kreutz, Orrù, M.P.Grasso, Licheri & De Simoni × Ophrys incubacea Bianca ex Tod.)",,,,,,,,,"Sardinia meridiana provincia, ad portum Escusum, 5 m",,,,,,,,,,,,,,,,,,30162-1,GIROS Orch. Spont. Eur.,urn:lsid:ipni.org:publications:20020275-1,2025,2025 [Nov 2025],[Nov 2025],Licheri & Napoli,spec.,GIROS Orch. Spont. Eur. 68(2): 345. 2025 [Nov 2025] ,,Etymology: hybrid named for Giovanni Napoli.,,,10,johannis-patris,,,f,t,,holotype CAG 25/9,,,,,Licheri@20041202-1@1@aut$Napoli@20040753-1@2@aut,,,tax. nov.,,1.1,f,ophrys~johannis-patris,orchidaceaeophrys~johannis-patris~,921,wfo-1000087093,,species,,,,,GIROS Orch. Spont. Eur. 68(2): 345 (2025),https://www.ipni.org/n/77373981-1,IPNI Record: 77373981-1
